completion_rate,dtp2_rate,cost_total,cost_per_child,rate_poorest,rate_richest,equity_gap
0.9969,0.9971,8980250,898.025,0.9993957703927493,0.9974905897114178,-0.0019051806813314975
0.9975,0.9978,8906550,890.655,0.9988109393579072,0.9987113402061856,-9.959915172164102e-05
0.9977,0.9982,8854200,885.42,1.0,0.9983143699957859,-0.001685630004214067
0.9959,0.9965,8869250,886.925,0.9987405541561712,0.9958557811852465,-0.0028847729709247094
0.9971,0.9977,8868450,886.845,0.9993898718730934,0.9974958263772955,-0.001894045495797858
0.9971,0.9975,8853400,885.34,0.9993788819875776,0.9974947807933194,-0.001884101194258192
0.9965,0.997,8858200,885.82,1.0,0.9965957446808511,-0.0034042553191488967
0.9961,0.9968,8891500,889.15,0.9987585350713842,0.997093023255814,-0.0016655118155702864
0.9968,0.9974,8922800,892.28,0.998109640831758,0.9983043662568886,0.00019472542513054858
0.9974,0.9977,8800400,880.04,0.9987484355444305,0.9975031210986267,-0.0012453144458037801
0.9971,0.9973,8945200,894.52,0.998158379373849,0.99830220713073,0.0001438277568810431
0.9975,0.998,8897850,889.785,0.9981927710843373,0.9966694421315571,-0.0015233289527802896
0.997,0.9976,8911250,891.125,0.9987789987789988,0.9978813559322034,-0.0008976428467953879
0.9972,0.9976,8844550,884.455,0.9987631416202845,0.9991578947368421,0.00039475311655767786
0.997,0.9973,8889550,888.955,0.9987849331713244,0.997870528109029,-0.0009144050622954536
0.9972,0.9976,8877050,887.705,0.9969135802469136,0.9987035436473639,0.001789963400450345
